Year,Ceremony,Award,Winner,Recipient,Song,Film,IMDBid
2007,80,Gordon E. Sawyer Award,1,David A. Grafton,,NA,NA
2007,80,Honorary Award,1,Robert Boyle,,NA,NA
2007,80,John A. Bonner Medal of Commendation,1,David Inglish,,NA,NA
2007,80,Actor in a Supporting Role,1,Javier Bardem,,No Country for Old Men,
2007,80,Best Picture,1,"Scott Rudin, Ethan Coen and Joel Coen, Producers",,No Country for Old Men,
2007,80,Directing,1,Joel Coen and Ethan Coen,,No Country for Old Men,
2007,80,Writing (Adapted Screenplay),1,Written for the screen by Joel Coen & Ethan Coen,,No Country for Old Men,
2007,80,Music (Original Song),1,Music and Lyric by Glen Hansard and Marketa Irglova,"""Falling Slowly""",Once,
2007,80,Short Film (Animated),1,Suzie Templeton and Hugh Welchman,,Peter & the Wolf,
2007,80,Art Direction,1,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,,Sweeney Todd The Demon Barber of Fleet Street,
2007,80,Documentary (Feature),1,Alex Gibney and Eva Orner,,Taxi to the Dark Side,
2007,80,Film Editing,1,Christopher Rouse,,The Bourne Ultimatum,
2007,80,Sound Editing,1,Karen Baker Landers and Per Hallberg,,The Bourne Ultimatum,
2007,80,Sound Mixing,1,"Scott Millan, David Parker and Kirk Francis",,The Bourne Ultimatum,
2007,80,Foreign Language Film,1,Austria,,The Counterfeiters,
2007,80,Visual Effects,1,"Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood",,The Golden Compass,
2007,80,Actor in a Leading Role,1,Daniel Day-Lewis,,There Will Be Blood,
2007,80,Cinematography,1,Robert Elswit,,There Will Be Blood,
2008,81,Animated Feature Film,1,WALL-E,,Andrew Stanton,
2008,81,Foreign Language Film,1,Japan,,Departures,
2008,81,Short Film (Animated),1,Kunio Kato,,La Maison en Petits Cubes,
2008,81,Documentary (Feature),1,James Marsh and Simon Chinn,,Man on Wire,
2008,81,Actor in a Leading Role,1,Sean Penn,,Milk,
2008,81,Writing (Original Screenplay),1,Written by Dustin Lance Black,,Milk,
2008,81,Gordon E. Sawyer Award,1,Ed Catmull,,NA,NA
2008,81,Jean Hersholt Humanitarian Award,1,Jerry Lewis,,NA,NA
2008,81,John A. Bonner Medal of Commendation,1,Mark Kimball,,NA,NA
2008,81,Music (Original Song),1,Music by A.R. Rahman; Lyric by Gulzar,"""Jai Ho""",Slumdog Millionaire,tt1010048
2008,81,Best Picture,1,"Christian Colson, Producer",,Slumdog Millionaire,tt1010048
2008,81,Cinematography,1,Anthony Dod Mantle,,Slumdog Millionaire,tt1010048
2008,81,Directing,1,Danny Boyle,,Slumdog Millionaire,tt1010048
2008,81,Film Editing,1,Chris Dickens,,Slumdog Millionaire,tt1010048
2008,81,Music (Original Score),1,A.R. Rahman,,Slumdog Millionaire,tt1010048
2008,81,Sound Mixing,1,"Ian Tapp, Richard Pryke and Resul Pookutty",,Slumdog Millionaire,tt1010048
2008,81,Writing (Adapted Screenplay),1,Screenplay by Simon Beaufoy,,Slumdog Millionaire,tt1010048
2008,81,Documentary (Short Subject),1,Megan Mylan,,Smile Pinki,
2008,81,Short Film (Live Action),1,Jochen Alexander Freydank,,Spielzeugland (Toyland),
2008,81,Art Direction,1,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo,,The Curious Case of Benjamin Button,
2008,81,Makeup,1,Greg Cannom,,The Curious Case of Benjamin Button,
2008,81,Visual Effects,1,"Eric Barba, Steve Preeg, Burt Dalton and Craig Barron",,The Curious Case of Benjamin Button,
2008,81,Actor in a Supporting Role,1,Heath Ledger,,The Dark Knight,
2008,81,Sound Editing,1,Richard King,,The Dark Knight,
2008,81,Costume Design,1,Michael O'Connor,,The Duchess,
2008,81,Actress in a Leading Role,1,Kate Winslet,,The Reader,
2008,81,Actress in a Supporting Role,1,Penélope Cruz,,Vicky Cristina Barcelona,
2009,82,Art Direction,1,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,,Avatar,
2009,82,Cinematography,1,Mauro Fiore,,Avatar,
2009,82,Visual Effects,1,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",,Avatar,
2009,82,Music (Original Song),1,Music and Lyric by Ryan Bingham and T Bone Burnett,"""The Weary Kind (Theme From Crazy Heart)""",Crazy Heart,
2009,82,Actor in a Leading Role,1,Jeff Bridges,,Crazy Heart,
2009,82,Actor in a Supporting Role,1,Christoph Waltz,,Inglourious Basterds,
2009,82,Short Film (Animated),1,Nicolas Schmerkin,,Logorama,
2009,82,Documentary (Short Subject),1,Roger Ross Williams and Elinor Burkett,,Music by Prudence,
2009,82,Honorary Award,1,Lauren Bacall,,NA,NA
2009,82,Honorary Award,1,Roger Corman,,NA,NA
2009,82,Honorary Award,1,Gordon Willis,,NA,NA
2009,82,Irving G. Thalberg Memorial Award,1,John Calley,,NA,NA
2009,82,Animated Feature Film,1,Up,,Pete Docter,
2009,82,Actress in a Supporting Role,1,Mo'Nique,,Precious: Based on the Novel 'Push' by Sapphire,
2009,82,Writing (Adapted Screenplay),1,Screenplay by Geoffrey Fletcher,,Precious: Based on the Novel 'Push' by Sapphire,
2009,82,Makeup,1,"Barney Burman, Mindy Hall and Joel Harlow",,Star Trek,
2009,82,Actress in a Leading Role,1,Sandra Bullock,,The Blind Side,
2009,82,Documentary (Feature),1,Louie Psihoyos and Fisher Stevens,,The Cove,
2009,82,Best Picture,1,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",,The Hurt Locker,tt0887912
2009,82,Directing,1,Kathryn Bigelow,,The Hurt Locker,tt0887912
2009,82,Film Editing,1,Bob Murawski and Chris Innis,,The Hurt Locker,tt0887912
2009,82,Sound Editing,1,Paul N.J. Ottosson,,The Hurt Locker,tt0887912
2009,82,Sound Mixing,1,Paul N.J. Ottosson and Ray Beckett,,The Hurt Locker,tt0887912
2009,82,Writing (Original Screenplay),1,Written by Mark Boal,,The Hurt Locker,tt0887912
2009,82,Short Film (Live Action),1,Joachim Back and Tivi Magnusson,,The New Tenants,
2009,82,Foreign Language Film,1,Argentina,,The Secret in Their Eyes,
2009,82,Costume Design,1,Sandy Powell,,The Young Victoria,
2009,82,Music (Original Score),1,Michael Giacchino,,Up,
2010,83,Art Direction,1,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,,Alice in Wonderland,
2010,83,Costume Design,1,Colleen Atwood,,Alice in Wonderland,
2010,83,Actress in a Leading Role,1,Natalie Portman,,Black Swan,
2010,83,Short Film (Live Action),1,Luke Matheny,,God of Love,
2010,83,Foreign Language Film,1,Denmark,,In a Better World,
2010,83,Cinematography,1,Wally Pfister,,Inception,
2010,83,Sound Editing,1,Richard King,,Inception,
2010,83,Sound Mixing,1,"Lora Hirschberg, Gary A. Rizzo and Ed Novick",,Inception,
2010,83,Visual Effects,1,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb",,Inception,
2010,83,Documentary (Feature),1,Charles Ferguson and Audrey Marrs,,Inside Job,
2010,83,Animated Feature Film,1,Toy Story 3,,Lee Unkrich,
2010,83,Honorary Award,1,Kevin Brownlow,,NA,NA
2010,83,Honorary Award,1,Jean-Luc Godard,,NA,NA
2010,83,Honorary Award,1,Eli Wallach,,NA,NA
2010,83,Irving G. Thalberg Memorial Award,1,Francis Ford Coppola,,NA,NA
2010,83,John A. Bonner Medal of Commendation,1,Denny Clairmont,,NA,NA
2010,83,Documentary (Short Subject),1,Karen Goodman and Kirk Simon,,Strangers No More,
2010,83,Actor in a Supporting Role,1,Christian Bale,,The Fighter,
2010,83,Actress in a Supporting Role,1,Melissa Leo,,The Fighter,
2010,83,Actor in a Leading Role,1,Colin Firth,,The King's Speech,
2010,83,Best Picture,1,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",,The King's Speech,
2010,83,Directing,1,Tom Hooper,,The King's Speech,
2010,83,Writing (Original Screenplay),1,Screenplay by David Seidler,,The King's Speech,
2010,83,Short Film (Animated),1,Shaun Tan and Andrew Ruhemann,,The Lost Thing,
2010,83,Film Editing,1,Angus Wall and Kirk Baxter,,The Social Network,
2010,83,Music (Original Score),1,Trent Reznor and Atticus Ross,,The Social Network,
2010,83,Writing (Adapted Screenplay),1,Screenplay by Aaron Sorkin,,The Social Network,
2010,83,Makeup,1,Rick Baker and Dave Elsey,,The Wolfman,
2010,83,Music (Original Song),1,Music and Lyric by Randy Newman,"""We Belong Together"" ",Toy Story 3,
2011,84,Foreign Language Film,1,Iran,,A Separation,
2011,84,Actor in a Supporting Role,1,Christopher Plummer,,Beginners,
2011,84,Animated Feature Film,1,Rango,,Gore Verbinski,
2011,84,Art Direction,1,Production Design: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,,Hugo,tt0970179
2011,84,Cinematography,1,Robert Richardson,,Hugo,tt0970179
2011,84,Sound Editing,1,Philip Stockton and Eugene Gearty,,Hugo,tt0970179
2011,84,Sound Mixing,1,Tom Fleischman and John Midgley,,Hugo,tt0970179
2011,84,Visual Effects,1,"Rob Legato, Joss Williams, Ben Grossmann and Alex Henning",,Hugo,tt0970179
2011,84,Writing (Original Screenplay),1,Written by Woody Allen,,Midnight in Paris,
2011,84,Gordon E. Sawyer Award,1,Douglas Trumbull,,NA,NA
2011,84,Honorary Award,1,James Earl Jones.,,NA,NA
2011,84,Honorary Award,1,Dick Smith,,NA,NA
2011,84,Jean Hersholt Humanitarian Award,1,Oprah Winfrey,,NA,NA
2011,84,John A. Bonner Medal of Commendation,1,Jonathan Erland,,NA,NA
2011,84,Documentary (Short Subject),1,Daniel Junge and Sharmeen Obaid-Chinoy,,Saving Face,
2011,84,Actor in a Leading Role,1,Jean Dujardin,,The Artist,tt1655442
2011,84,Best Picture,1,"Thomas Langmann, Producer",,The Artist,tt1655442
2011,84,Costume Design,1,Mark Bridges,,The Artist,tt1655442
2011,84,Directing,1,Michel Hazanavicius,,The Artist,tt1655442
2011,84,Music (Original Score),1,Ludovic Bource,,The Artist,tt1655442
2011,84,Writing (Adapted Screenplay),1,Screenplay by Alexander Payne and Nat Faxon & Jim Rash,,The Descendants,
2011,84,Short Film (Animated),1,William Joyce and Brandon Oldenburg,,The Fantastic Flying Books of Mr. Morris Lessmore,
2011,84,Film Editing,1,Kirk Baxter and Angus Wall,,The Girl with the Dragon Tattoo,
2011,84,Actress in a Supporting Role,1,Octavia Spencer,,The Help,
2011,84,Actress in a Leading Role,1,Meryl Streep,,The Iron Lady,
2011,84,Makeup,1,Mark Coulier and J. Roy Helland,,The Iron Lady,
2011,84,Music (Original Song),1,Music and Lyric by Bret McKenzie,"""Man Or Muppet""",The Muppets,
2011,84,Short Film (Live Action),1,Terry George and Oorlagh George,,The Shore,
2011,84,Documentary (Feature),1,"TJ Martin, Dan Lindsay and Rich Middlemas",,Undefeated,
2012,85,Foreign Language Film,1,Austria,,Amour,
2012,85,Costume Design,1,Jacqueline Durran,,Anna Karenina,
2012,85,Best Picture,1,"Grant Heslov, Ben Affleck and George Clooney, Producers",,Argo,
2012,85,Film Editing,1,William Goldenberg,,Argo,
2012,85,Writing (Adapted Screenplay),1,Screenplay by Chris Terrio,,Argo,
2012,85,Short Film (Live Action),1,Shawn Christensen,,Curfew,
2012,85,Actor in a Supporting Role,1,Christoph Waltz,,Django Unchained,
2012,85,Writing (Original Screenplay),1,Written by Quentin Tarantino,,Django Unchained,
2012,85,Documentary (Short Subject),1,Sean Fine and Andrea Nix Fine,,Inocente,
2012,85,Actress in a Supporting Role,1,Anne Hathaway,,Les Misérables,
2012,85,Makeup and Hairstyling,1,Lisa Westcott and Julie Dartnell,,Les Misérables,
2012,85,Sound Mixing,1,"Andy Nelson, Mark Paterson and Simon Hayes",,Les Misérables,
2012,85,Cinematography,1,Claudio Miranda,,Life of Pi,
2012,85,Directing,1,Ang Lee,,Life of Pi,
2012,85,Music (Original Score),1,Mychael Danna,,Life of Pi,
2012,85,Visual Effects,1,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott",,Life of Pi,
2012,85,Actor in a Leading Role,1,Daniel Day-Lewis,,Lincoln,
2012,85,Production Design,1,Production Design: Rick Carter; Set Decoration: Jim Erickson,,Lincoln,
2012,85,Animated Feature Film,1,Brave,,Mark Andrews and Brenda Chapman,
2012,85,Honorary Award,1,Hal Needham,,NA,NA
2012,85,Honorary Award,1,D.A. Pennebaker,,NA,NA
2012,85,Honorary Award,1,"George Stevens, Jr.",,NA,NA
2012,85,Jean Hersholt Humanitarian Award,1,Jeffrey Katzenberg,,NA,NA
2012,85,John A. Bonner Medal of Commendation,1,Bill Taylor,,NA,NA
2012,85,Short Film (Animated),1,John Kahrs,,Paperman,
2012,85,Documentary (Feature),1,Malik Bendjelloul and Simon Chinn,,Searching for Sugar Man,
2012,85,Actress in a Leading Role,1,Jennifer Lawrence,,Silver Linings Playbook,
2012,85,Music (Original Song),1,Music and Lyric by Adele Adkins and Paul Epworth,"""Skyfall""",Skyfall,
2012,85,Sound Editing,1,Per Hallberg and Karen Baker Landers,,Skyfall,
2012,85,Sound Editing,1,Paul N.J. Ottosson,,Zero Dark Thirty,
2013,86,Actress in a Supporting Role,1,Lupita Nyong'o,,12 Years a Slave,
2013,86,Best Picture,1,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",,12 Years a Slave,
2013,86,Writing (Adapted Screenplay),1,Screenplay by John Ridley,,12 Years a Slave,
2013,86,Documentary (Feature),1,"Morgan Neville, Gil Friesen and Caitrin Rogers",,20 Feet from Stardom,
2013,86,Actress in a Leading Role,1,Cate Blanchett,,Blue Jasmine,
2013,86,Animated Feature Film,1,Frozen,,"Chris Buck, Jennifer Lee and Peter Del Vecho",
2013,86,Actor in a Leading Role,1,Matthew McConaughey,,Dallas Buyers Club,
2013,86,Actor in a Supporting Role,1,Jared Leto,,Dallas Buyers Club,
2013,86,Makeup and Hairstyling,1,Adruitha Lee and Robin Mathews,,Dallas Buyers Club,
2013,86,Music (Original Song),1,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,"""Let It Go""",Frozen,
2013,86,Cinematography,1,Emmanuel Lubezki,,Gravity,tt1454468
2013,86,Directing,1,Alfonso Cuarón,,Gravity,tt1454468
2013,86,Film Editing,1,Alfonso Cuarón and Mark Sanger,,Gravity,tt1454468
2013,86,Music (Original Score),1,Steven Price,,Gravity,tt1454468
2013,86,Sound Editing,1,Glenn Freemantle,,Gravity,tt1454468
2013,86,Sound Mixing,1,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",,Gravity,tt1454468
2013,86,Visual Effects,1,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",,Gravity,tt1454468
2013,86,Short Film (Live Action),1,Anders Walter and Kim Magnusson,,Helium,
2013,86,Writing (Original Screenplay),1,Written by Spike Jonze,,Her,
2013,86,Short Film (Animated),1,Laurent Witz and Alexandre Espigares,,Mr. Hublot,
2013,86,Gordon E. Sawyer Award,1,Peter W. Anderson,,NA,NA
2013,86,Honorary Award,1,Angela Lansbury,,NA,NA
2013,86,Honorary Award,1,Steve Martin,,NA,NA
2013,86,Honorary Award,1,Piero Tosi,,NA,NA
2013,86,Jean Hersholt Humanitarian Award,1,Angelina Jolie,,NA,NA
2013,86,John A. Bonner Medal of Commendation,1,"Charles ""Tad"" Marburg",,NA,NA
2013,86,Foreign Language Film,1,Italy,,The Great Beauty,
2013,86,Costume Design,1,Catherine Martin,,The Great Gatsby,
2013,86,Production Design,1,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,,The Great Gatsby,
2013,86,Documentary (Short Subject),1,Malcolm Clarke and Nicholas Reed,,The Lady in Number 6: Music Saved My Life,
2014,87,Sound Editing,1,Alan Robert Murray and Bub Asman,,American Sniper,tt2179136
2014,87,Best Picture,1,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",,Birdman or (The Unexpected Virtue of Ignorance),tt2562232
2014,87,Cinematography,1,Emmanuel Lubezki,,Birdman or (The Unexpected Virtue of Ignorance),tt2562232
2014,87,Directing,1,Alejandro G. Iñárritu,,Birdman or (The Unexpected Virtue of Ignorance),tt2562232
2014,87,Writing (Original Screenplay),1,"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",,Birdman or (The Unexpected Virtue of Ignorance),tt2562232
2014,87,Actress in a Supporting Role,1,Patricia Arquette,,Boyhood,
2014,87,Documentary (Feature),1,"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky",,CitizenFour,
2014,87,Documentary (Short Subject),1,Ellen Goosenberg Kent and Dana Perry,,Crisis Hotline: Veterans Press 1,
2014,87,Animated Feature Film,1,Big Hero 6,,"Don Hall, Chris Williams and Roy Conli",
2014,87,Short Film (Animated),1,Patrick Osborne and Kristina Reed,,Feast,
2014,87,Foreign Language Film,1,Poland,,Ida,
2014,87,Visual Effects,1,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",,Interstellar,
2014,87,Award of Commendation,1,"Steven Tiffen, Jeff Cohen and Michael Fecik",,NA,NA
2014,87,Gordon E. Sawyer Award,1,David Winchester Gray,,NA,NA
2014,87,Honorary Award,1,Jean-Claude Carrière,,NA,NA
2014,87,Honorary Award,1,Hayao Miyazaki,,NA,NA
2014,87,Honorary Award,1,Maureen O'Hara,,NA,NA
2014,87,Jean Hersholt Humanitarian Award,1,Harry Belafonte,,NA,NA
2014,87,Music (Original Song),1,Music and Lyric by John Stephens and Lonnie Lynn,"""Glory""",Selma,
2014,87,Actress in a Leading Role,1,Julianne Moore,,Still Alice,
2014,87,Costume Design,1,Milena Canonero,,The Grand Budapest Hotel,
2014,87,Makeup and Hairstyling,1,Frances Hannon and Mark Coulier,,The Grand Budapest Hotel,
2014,87,Music (Original Score),1,Alexandre Desplat,,The Grand Budapest Hotel,
2014,87,Production Design,1,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,,The Grand Budapest Hotel,
2014,87,Writing (Adapted Screenplay),1,Written by Graham Moore,,The Imitation Game,
2014,87,Short Film (Live Action),1,Mat Kirkby and James Lucas,,The Phone Call,
2014,87,Actor in a Leading Role,1,Eddie Redmayne,,The Theory of Everything,
2014,87,Actor in a Supporting Role,1,J.K. Simmons,,Whiplash,
2014,87,Film Editing,1,Tom Cross,,Whiplash,
2014,87,Sound Mixing,1,"Craig Mann, Ben Wilkins and Thomas Curley",,Whiplash,
2015,88,Documentary (Short Subject),1,Sharmeen Obaid-Chinoy,,A Girl in the River: The Price of Forgiveness,
2015,88,Documentary (Feature),1,Asif Kapadia and James Gay-Rees,,Amy,
2015,88,Short Film (Animated),1,Gabriel Osorio and Pato Escala,,Bear Story,
2015,88,Actor in a Supporting Role,1,Mark Rylance,,Bridge of Spies,
2015,88,Visual Effects,1,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",,Ex Machina,
2015,88,Costume Design,1,Jenny Beavan,,Mad Max: Fury Road,tt1392190
2015,88,Film Editing,1,Margaret Sixel,,Mad Max: Fury Road,tt1392190
2015,88,Makeup and Hairstyling,1,"Lesley Vanderwalt, Elka Wardega and Damian Martin",,Mad Max: Fury Road,tt1392190
2015,88,Production Design,1,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,,Mad Max: Fury Road,tt1392190
2015,88,Sound Editing,1,Mark Mangini and David White,,Mad Max: Fury Road,tt1392190
2015,88,Sound Mixing,1,"Chris Jenkins, Gregg Rudloff and Ben Osmo",,Mad Max: Fury Road,tt1392190
2015,88,Honorary Award,1,Spike Lee,,NA,NA
2015,88,Honorary Award,1,Gena Rowlands,,NA,NA
2015,88,Jean Hersholt Humanitarian Award,1,Debbie Reynolds,,NA,NA
2015,88,Animated Feature Film,1,Inside Out,,Pete Docter and Jonas Rivera,
2015,88,Actress in a Leading Role,1,Brie Larson,,Room,
2015,88,Foreign Language Film,1,Hungary,,Son of Saul,
2015,88,Best Picture,1,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",,Spotlight,
2015,88,Writing (Original Screenplay),1,Written by Josh Singer & Tom McCarthy,,Spotlight,
2015,88,Short Film (Live Action),1,Benjamin Cleary and Serena Armitage,,Stutterer,
