"Year","Ceremony","Award","Winner","Recipient","Song","Film","IMDBid.x","IMDBid.y","ItemYear","ItemRuntime"
"2006",79,"Actress in a Leading Role",1,"Helen Mirren",NA,"The Queen",NA,"tt0436697","2006","103 min"
"2007",80,"Music (Original Score)",1,"Dario Marianelli",NA,"Atonement",NA,"tt0783233","2007","123 min"
"2007",80,"Animated Feature Film",1,"Ratatouille",NA,"Brad Bird",NA,NA,NA,NA
"2007",80,"Costume Design",1,"Alexandra Byrne",NA,"Elizabeth: The Golden Age",NA,"tt0414055","2007","114 min"
"2007",80,"Documentary (Short Subject)",1,"Cynthia Wade and Vanessa Roth",NA,"Freeheld",NA,"tt0914369","2007","39 min"
"2007",80,"Writing (Original Screenplay)",1,"Written by Diablo Cody",NA,"Juno",NA,"tt0467406","2007","96 min"
"2007",80,"Actress in a Leading Role",1,"Marion Cotillard",NA,"La Vie en Rose",NA,NA,NA,NA
"2007",80,"Makeup",1,"Didier Lavergne and Jan Archibald",NA,"La Vie en Rose",NA,NA,NA,NA
"2007",80,"Short Film (Live Action)",1,"Philippe Pollet-Villard",NA,"Le Mozart des Pickpockets (The Mozart of Pickpockets)",NA,NA,NA,NA
"2007",80,"Actress in a Supporting Role",1,"Tilda Swinton",NA,"Michael Clayton",NA,"tt0465538","2007","119 min"
"2007",80,"Actor in a Supporting Role",1,"Javier Bardem",NA,"No Country for Old Men",NA,"tt0477348","2007","122 min"
"2007",80,"Best Picture",1,"Scott Rudin, Ethan Coen and Joel Coen, Producers",NA,"No Country for Old Men",NA,"tt0477348","2007","122 min"
"2007",80,"Directing",1,"Joel Coen and Ethan Coen",NA,"No Country for Old Men",NA,"tt0477348","2007","122 min"
"2007",80,"Writing (Adapted Screenplay)",1,"Written for the screen by Joel Coen & Ethan Coen",NA,"No Country for Old Men",NA,"tt0477348","2007","122 min"
"2007",80,"Music (Original Song)",1,"Music and Lyric by Glen Hansard and Marketa Irglova","""Falling Slowly""","Once",NA,"tt0907657","2007","86 min"
"2007",80,"Short Film (Animated)",1,"Suzie Templeton and Hugh Welchman",NA,"Peter & the Wolf",NA,NA,NA,NA
"2007",80,"Art Direction",1,"Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo",NA,"Sweeney Todd The Demon Barber of Fleet Street",NA,NA,NA,NA
"2007",80,"Documentary (Feature)",1,"Alex Gibney and Eva Orner",NA,"Taxi to the Dark Side",NA,"tt0854678","2007","106 min"
"2007",80,"Film Editing",1,"Christopher Rouse",NA,"The Bourne Ultimatum",NA,"tt0440963","2007","115 min"
"2007",80,"Sound Editing",1,"Karen Baker Landers and Per Hallberg",NA,"The Bourne Ultimatum",NA,"tt0440963","2007","115 min"
"2007",80,"Sound Mixing",1,"Scott Millan, David Parker and Kirk Francis",NA,"The Bourne Ultimatum",NA,"tt0440963","2007","115 min"
"2007",80,"Foreign Language Film",1,"Austria",NA,"The Counterfeiters",NA,"tt0813547","2007","99 min"
"2007",80,"Visual Effects",1,"Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood",NA,"The Golden Compass",NA,"tt0385752","2007","113 min"
"2007",80,"Actor in a Leading Role",1,"Daniel Day-Lewis",NA,"There Will Be Blood",NA,"tt0469494","2007","158 min"
"2007",80,"Cinematography",1,"Robert Elswit",NA,"There Will Be Blood",NA,"tt0469494","2007","158 min"
"2008",81,"Animated Feature Film",1,"WALL-E",NA,"Andrew Stanton",NA,NA,NA,NA
"2008",81,"Foreign Language Film",1,"Japan",NA,"Departures",NA,"tt1069238","2008","130 min"
"2008",81,"Short Film (Animated)",1,"Kunio Kato",NA,"La Maison en Petits Cubes",NA,NA,NA,NA
"2008",81,"Documentary (Feature)",1,"James Marsh and Simon Chinn",NA,"Man on Wire",NA,"tt1155592","2008","94 min"
"2008",81,"Actor in a Leading Role",1,"Sean Penn",NA,"Milk",NA,"tt1013753","2008","128 min"
"2008",81,"Writing (Original Screenplay)",1,"Written by Dustin Lance Black",NA,"Milk",NA,"tt1013753","2008","128 min"
"2008",81,"Documentary (Short Subject)",1,"Megan Mylan",NA,"Smile Pinki",NA,"tt1360065","2008","39 min"
"2008",81,"Short Film (Live Action)",1,"Jochen Alexander Freydank",NA,"Spielzeugland (Toyland)",NA,NA,NA,NA
"2008",81,"Art Direction",1,"Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo",NA,"The Curious Case of Benjamin Button",NA,"tt0421715","2008","166 min"
"2008",81,"Makeup",1,"Greg Cannom",NA,"The Curious Case of Benjamin Button",NA,"tt0421715","2008","166 min"
"2008",81,"Visual Effects",1,"Eric Barba, Steve Preeg, Burt Dalton and Craig Barron",NA,"The Curious Case of Benjamin Button",NA,"tt0421715","2008","166 min"
"2008",81,"Actor in a Supporting Role",1,"Heath Ledger",NA,"The Dark Knight",NA,"tt0468569","2008","152 min"
"2008",81,"Sound Editing",1,"Richard King",NA,"The Dark Knight",NA,"tt0468569","2008","152 min"
"2008",81,"Costume Design",1,"Michael O'Connor",NA,"The Duchess",NA,"tt0864761","2008","110 min"
"2008",81,"Actress in a Leading Role",1,"Kate Winslet",NA,"The Reader",NA,"tt0976051","2008","124 min"
"2008",81,"Actress in a Supporting Role",1,"Penélope Cruz",NA,"Vicky Cristina Barcelona",NA,"tt0497465","2008","96 min"
"2009",82,"Art Direction",1,"Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair",NA,"Avatar",NA,"tt0499549","2009","162 min"
"2009",82,"Cinematography",1,"Mauro Fiore",NA,"Avatar",NA,"tt0499549","2009","162 min"
"2009",82,"Visual Effects",1,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",NA,"Avatar",NA,"tt0499549","2009","162 min"
"2009",82,"Music (Original Song)",1,"Music and Lyric by Ryan Bingham and T Bone Burnett","""The Weary Kind (Theme From Crazy Heart)""","Crazy Heart",NA,"tt1263670","2009","112 min"
"2009",82,"Actor in a Leading Role",1,"Jeff Bridges",NA,"Crazy Heart",NA,"tt1263670","2009","112 min"
"2009",82,"Actor in a Supporting Role",1,"Christoph Waltz",NA,"Inglourious Basterds",NA,"tt0361748","2009","153 min"
"2009",82,"Short Film (Animated)",1,"Nicolas Schmerkin",NA,"Logorama",NA,"tt1563725","2009","16 min"
"2009",82,"Documentary (Short Subject)",1,"Roger Ross Williams and Elinor Burkett",NA,"Music by Prudence",NA,"tt1543539","2010","33 min"
"2009",82,"Animated Feature Film",1,"Up",NA,"Pete Docter",NA,NA,NA,NA
"2009",82,"Actress in a Supporting Role",1,"Mo'Nique",NA,"Precious: Based on the Novel 'Push' by Sapphire",NA,NA,NA,NA
"2009",82,"Writing (Adapted Screenplay)",1,"Screenplay by Geoffrey Fletcher",NA,"Precious: Based on the Novel 'Push' by Sapphire",NA,NA,NA,NA
"2009",82,"Makeup",1,"Barney Burman, Mindy Hall and Joel Harlow",NA,"Star Trek",NA,"tt0796366","2009","127 min"
"2009",82,"Actress in a Leading Role",1,"Sandra Bullock",NA,"The Blind Side",NA,"tt0878804","2009","129 min"
"2009",82,"Documentary (Feature)",1,"Louie Psihoyos and Fisher Stevens",NA,"The Cove",NA,"tt1313104","2009","92 min"
"2009",82,"Short Film (Live Action)",1,"Joachim Back and Tivi Magnusson",NA,"The New Tenants",NA,"tt1520428","2009","21 min"
"2009",82,"Foreign Language Film",1,"Argentina",NA,"The Secret in Their Eyes",NA,"tt1305806","2009","129 min"
"2009",82,"Costume Design",1,"Sandy Powell",NA,"The Young Victoria",NA,"tt0962736","2009","105 min"
"2009",82,"Music (Original Score)",1,"Michael Giacchino",NA,"Up",NA,"tt1049413","2009","96 min"
"2009",82,"Music (Original Score)",1,"Michael Giacchino",NA,"Up",NA,"tt0088332","1985","14 min"
"2010",83,"Art Direction",1,"Production Design: Robert Stromberg; Set Decoration: Karen O'Hara",NA,"Alice in Wonderland",NA,"tt1014759","2010","108 min"
"2010",83,"Costume Design",1,"Colleen Atwood",NA,"Alice in Wonderland",NA,"tt1014759","2010","108 min"
"2010",83,"Actress in a Leading Role",1,"Natalie Portman",NA,"Black Swan",NA,"tt0947798","2010","108 min"
"2010",83,"Short Film (Live Action)",1,"Luke Matheny",NA,"God of Love",NA,"tt1631323","2010","18 min"
"2010",83,"Foreign Language Film",1,"Denmark",NA,"In a Better World",NA,"tt1340107","2010","118 min"
"2010",83,"Cinematography",1,"Wally Pfister",NA,"Inception",NA,"tt1375666","2010","148 min"
"2010",83,"Sound Editing",1,"Richard King",NA,"Inception",NA,"tt1375666","2010","148 min"
"2010",83,"Sound Mixing",1,"Lora Hirschberg, Gary A. Rizzo and Ed Novick",NA,"Inception",NA,"tt1375666","2010","148 min"
"2010",83,"Visual Effects",1,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb",NA,"Inception",NA,"tt1375666","2010","148 min"
"2010",83,"Documentary (Feature)",1,"Charles Ferguson and Audrey Marrs",NA,"Inside Job",NA,"tt1645089","2010","109 min"
"2010",83,"Animated Feature Film",1,"Toy Story 3",NA,"Lee Unkrich",NA,NA,NA,NA
"2010",83,"Documentary (Short Subject)",1,"Karen Goodman and Kirk Simon",NA,"Strangers No More",NA,"tt1754549","2010","40 min"
"2010",83,"Actor in a Supporting Role",1,"Christian Bale",NA,"The Fighter",NA,"tt0964517","2010","116 min"
"2010",83,"Actress in a Supporting Role",1,"Melissa Leo",NA,"The Fighter",NA,"tt0964517","2010","116 min"
"2010",83,"Actor in a Leading Role",1,"Colin Firth",NA,"The King's Speech",NA,"tt1504320","2010","118 min"
"2010",83,"Best Picture",1,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",NA,"The King's Speech",NA,"tt1504320","2010","118 min"
"2010",83,"Directing",1,"Tom Hooper",NA,"The King's Speech",NA,"tt1504320","2010","118 min"
"2010",83,"Writing (Original Screenplay)",1,"Screenplay by David Seidler",NA,"The King's Speech",NA,"tt1504320","2010","118 min"
"2010",83,"Short Film (Animated)",1,"Shaun Tan and Andrew Ruhemann",NA,"The Lost Thing",NA,"tt1669698","2010","15 min"
"2010",83,"Film Editing",1,"Angus Wall and Kirk Baxter",NA,"The Social Network",NA,"tt1285016","2010","120 min"
"2010",83,"Music (Original Score)",1,"Trent Reznor and Atticus Ross",NA,"The Social Network",NA,"tt1285016","2010","120 min"
"2010",83,"Writing (Adapted Screenplay)",1,"Screenplay by Aaron Sorkin",NA,"The Social Network",NA,"tt1285016","2010","120 min"
"2010",83,"Makeup",1,"Rick Baker and Dave Elsey",NA,"The Wolfman",NA,"tt0780653","2010","103 min"
"2010",83,"Music (Original Song)",1,"Music and Lyric by Randy Newman","""We Belong Together""","Toy Story 3",NA,"tt0435761","2010","103 min"
"2011",84,"Foreign Language Film",1,"Iran",NA,"A Separation",NA,"tt1832382","2011","123 min"
"2011",84,"Actor in a Supporting Role",1,"Christopher Plummer",NA,"Beginners",NA,"tt1532503","2010","105 min"
"2011",84,"Animated Feature Film",1,"Rango",NA,"Gore Verbinski",NA,NA,NA,NA
"2011",84,"Writing (Original Screenplay)",1,"Written by Woody Allen",NA,"Midnight in Paris",NA,"tt1605783","2011","94 min"
"2011",84,"Documentary (Short Subject)",1,"Daniel Junge and Sharmeen Obaid-Chinoy",NA,"Saving Face",NA,"tt2140371","2012","40 min"
"2011",84,"Writing (Adapted Screenplay)",1,"Screenplay by Alexander Payne and Nat Faxon & Jim Rash",NA,"The Descendants",NA,"tt1033575","2011","115 min"
"2011",84,"Short Film (Animated)",1,"William Joyce and Brandon Oldenburg",NA,"The Fantastic Flying Books of Mr. Morris Lessmore",NA,"tt1778342","2011","15 min"
"2011",84,"Film Editing",1,"Kirk Baxter and Angus Wall",NA,"The Girl with the Dragon Tattoo",NA,"tt1568346","2011","158 min"
"2011",84,"Actress in a Supporting Role",1,"Octavia Spencer",NA,"The Help",NA,"tt1454029","2011","146 min"
"2011",84,"Actress in a Leading Role",1,"Meryl Streep",NA,"The Iron Lady",NA,"tt1007029","2011","105 min"
"2011",84,"Makeup",1,"Mark Coulier and J. Roy Helland",NA,"The Iron Lady",NA,"tt1007029","2011","105 min"
"2011",84,"Music (Original Song)",1,"Music and Lyric by Bret McKenzie","""Man Or Muppet""","The Muppets",NA,"tt1204342","2011","103 min"
"2011",84,"Short Film (Live Action)",1,"Terry George and Oorlagh George",NA,"The Shore",NA,"tt2201259","2011","29 min"
"2011",84,"Documentary (Feature)",1,"TJ Martin, Dan Lindsay and Rich Middlemas",NA,"Undefeated",NA,"tt1860355","2011","113 min"
"2012",85,"Foreign Language Film",1,"Austria",NA,"Amour",NA,"tt1602620","2012","127 min"
"2012",85,"Costume Design",1,"Jacqueline Durran",NA,"Anna Karenina",NA,"tt1781769","2012","129 min"
"2012",85,"Best Picture",1,"Grant Heslov, Ben Affleck and George Clooney, Producers",NA,"Argo",NA,"tt1024648","2012","120 min"
"2012",85,"Film Editing",1,"William Goldenberg",NA,"Argo",NA,"tt1024648","2012","120 min"
"2012",85,"Writing (Adapted Screenplay)",1,"Screenplay by Chris Terrio",NA,"Argo",NA,"tt1024648","2012","120 min"
"2012",85,"Short Film (Live Action)",1,"Shawn Christensen",NA,"Curfew",NA,"tt2088735","2012","19 min"
"2012",85,"Actor in a Supporting Role",1,"Christoph Waltz",NA,"Django Unchained",NA,"tt1853728","2012","165 min"
"2012",85,"Writing (Original Screenplay)",1,"Written by Quentin Tarantino",NA,"Django Unchained",NA,"tt1853728","2012","165 min"
"2012",85,"Documentary (Short Subject)",1,"Sean Fine and Andrea Nix Fine",NA,"Inocente",NA,"tt2123210","2012","40 min"
"2012",85,"Actress in a Supporting Role",1,"Anne Hathaway",NA,"Les Misérables",NA,"tt1707386","2012","158 min"
"2012",85,"Makeup and Hairstyling",1,"Lisa Westcott and Julie Dartnell",NA,"Les Misérables",NA,"tt1707386","2012","158 min"
"2012",85,"Sound Mixing",1,"Andy Nelson, Mark Paterson and Simon Hayes",NA,"Les Misérables",NA,"tt1707386","2012","158 min"
"2012",85,"Cinematography",1,"Claudio Miranda",NA,"Life of Pi",NA,"tt0454876","2012","127 min"
"2012",85,"Directing",1,"Ang Lee",NA,"Life of Pi",NA,"tt0454876","2012","127 min"
"2012",85,"Music (Original Score)",1,"Mychael Danna",NA,"Life of Pi",NA,"tt0454876","2012","127 min"
"2012",85,"Visual Effects",1,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott",NA,"Life of Pi",NA,"tt0454876","2012","127 min"
"2012",85,"Actor in a Leading Role",1,"Daniel Day-Lewis",NA,"Lincoln",NA,"tt0443272","2012","150 min"
"2012",85,"Production Design",1,"Production Design: Rick Carter; Set Decoration: Jim Erickson",NA,"Lincoln",NA,"tt0443272","2012","150 min"
"2012",85,"Animated Feature Film",1,"Brave",NA,"Mark Andrews and Brenda Chapman",NA,NA,NA,NA
"2012",85,"Short Film (Animated)",1,"John Kahrs",NA,"Paperman",NA,"tt2388725","2012","7 min"
"2012",85,"Documentary (Feature)",1,"Malik Bendjelloul and Simon Chinn",NA,"Searching for Sugar Man",NA,"tt2125608","2012","86 min"
"2012",85,"Actress in a Leading Role",1,"Jennifer Lawrence",NA,"Silver Linings Playbook",NA,"tt1045658","2012","122 min"
"2012",85,"Music (Original Song)",1,"Music and Lyric by Adele Adkins and Paul Epworth","""Skyfall""","Skyfall",NA,"tt1074638","2012","143 min"
"2012",85,"Sound Editing",1,"Per Hallberg and Karen Baker Landers",NA,"Skyfall",NA,"tt1074638","2012","143 min"
"2012",85,"Sound Editing",1,"Paul N.J. Ottosson",NA,"Zero Dark Thirty",NA,"tt1790885","2012","157 min"
"2013",86,"Actress in a Supporting Role",1,"Lupita Nyong'o",NA,"12 Years a Slave",NA,"tt2024544","2013","134 min"
"2013",86,"Best Picture",1,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",NA,"12 Years a Slave",NA,"tt2024544","2013","134 min"
"2013",86,"Writing (Adapted Screenplay)",1,"Screenplay by John Ridley",NA,"12 Years a Slave",NA,"tt2024544","2013","134 min"
"2013",86,"Documentary (Feature)",1,"Morgan Neville, Gil Friesen and Caitrin Rogers",NA,"20 Feet from Stardom",NA,NA,NA,NA
"2013",86,"Actress in a Leading Role",1,"Cate Blanchett",NA,"Blue Jasmine",NA,"tt2334873","2013","98 min"
"2013",86,"Animated Feature Film",1,"Frozen",NA,"Chris Buck, Jennifer Lee and Peter Del Vecho",NA,NA,NA,NA
"2013",86,"Actor in a Leading Role",1,"Matthew McConaughey",NA,"Dallas Buyers Club",NA,"tt0790636","2013","117 min"
"2013",86,"Actor in a Supporting Role",1,"Jared Leto",NA,"Dallas Buyers Club",NA,"tt0790636","2013","117 min"
"2013",86,"Makeup and Hairstyling",1,"Adruitha Lee and Robin Mathews",NA,"Dallas Buyers Club",NA,"tt0790636","2013","117 min"
"2013",86,"Music (Original Song)",1,"Music and Lyric by Kristen Anderson-Lopez and Robert Lopez","""Let It Go""","Frozen",NA,"tt2294629","2013","102 min"
"2013",86,"Short Film (Live Action)",1,"Anders Walter and Kim Magnusson",NA,"Helium",NA,"tt3346410","2013","23 min"
"2013",86,"Writing (Original Screenplay)",1,"Written by Spike Jonze",NA,"Her",NA,"tt1798709","2013","126 min"
"2013",86,"Short Film (Animated)",1,"Laurent Witz and Alexandre Espigares",NA,"Mr. Hublot",NA,NA,NA,NA
"2013",86,"Foreign Language Film",1,"Italy",NA,"The Great Beauty",NA,"tt2358891","2013","141 min"
"2013",86,"Costume Design",1,"Catherine Martin",NA,"The Great Gatsby",NA,"tt1343092","2013","143 min"
"2013",86,"Costume Design",1,"Catherine Martin",NA,"The Great Gatsby",NA,"tt0071577","1974","144 min"
"2013",86,"Production Design",1,"Production Design: Catherine Martin; Set Decoration: Beverley Dunn",NA,"The Great Gatsby",NA,"tt1343092","2013","143 min"
"2013",86,"Production Design",1,"Production Design: Catherine Martin; Set Decoration: Beverley Dunn",NA,"The Great Gatsby",NA,"tt0071577","1974","144 min"
"2013",86,"Documentary (Short Subject)",1,"Malcolm Clarke and Nicholas Reed",NA,"The Lady in Number 6: Music Saved My Life",NA,"tt2924484","2013","39 min"
"2014",87,"Actress in a Supporting Role",1,"Patricia Arquette",NA,"Boyhood",NA,"tt1065073","2014","165 min"
"2014",87,"Documentary (Feature)",1,"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky",NA,"CitizenFour",NA,NA,NA,NA
"2014",87,"Documentary (Short Subject)",1,"Ellen Goosenberg Kent and Dana Perry",NA,"Crisis Hotline: Veterans Press 1",NA,"tt3449252","2013","40 min"
"2014",87,"Animated Feature Film",1,"Big Hero 6",NA,"Don Hall, Chris Williams and Roy Conli",NA,NA,NA,NA
"2014",87,"Short Film (Animated)",1,"Patrick Osborne and Kristina Reed",NA,"Feast",NA,"tt3689498","2014","6 min"
"2014",87,"Foreign Language Film",1,"Poland",NA,"Ida",NA,"tt2718492","2013","82 min"
"2014",87,"Visual Effects",1,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",NA,"Interstellar",NA,"tt0816692","2014","169 min"
"2014",87,"Music (Original Song)",1,"Music and Lyric by John Stephens and Lonnie Lynn","""Glory""","Selma",NA,"tt1020072","2014","128 min"
"2014",87,"Actress in a Leading Role",1,"Julianne Moore",NA,"Still Alice",NA,"tt3316960","2014","101 min"
"2014",87,"Costume Design",1,"Milena Canonero",NA,"The Grand Budapest Hotel",NA,"tt2278388","2014","99 min"
"2014",87,"Makeup and Hairstyling",1,"Frances Hannon and Mark Coulier",NA,"The Grand Budapest Hotel",NA,"tt2278388","2014","99 min"
"2014",87,"Music (Original Score)",1,"Alexandre Desplat",NA,"The Grand Budapest Hotel",NA,"tt2278388","2014","99 min"
"2014",87,"Production Design",1,"Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock",NA,"The Grand Budapest Hotel",NA,"tt2278388","2014","99 min"
"2014",87,"Writing (Adapted Screenplay)",1,"Written by Graham Moore",NA,"The Imitation Game",NA,"tt2084970","2014","114 min"
"2014",87,"Short Film (Live Action)",1,"Mat Kirkby and James Lucas",NA,"The Phone Call",NA,"tt3071532","2013","22 min"
"2014",87,"Actor in a Leading Role",1,"Eddie Redmayne",NA,"The Theory of Everything",NA,"tt2980516","2014","123 min"
"2014",87,"Actor in a Supporting Role",1,"J.K. Simmons",NA,"Whiplash",NA,"tt2582802","2014","106 min"
"2014",87,"Film Editing",1,"Tom Cross",NA,"Whiplash",NA,"tt2582802","2014","106 min"
"2014",87,"Sound Mixing",1,"Craig Mann, Ben Wilkins and Thomas Curley",NA,"Whiplash",NA,"tt2582802","2014","106 min"
"2015",88,"Documentary (Short Subject)",1,"Sharmeen Obaid-Chinoy",NA,"A Girl in the River: The Price of Forgiveness",NA,"tt5144072","2015","40 min"
"2015",88,"Documentary (Feature)",1,"Asif Kapadia and James Gay-Rees",NA,"Amy",NA,"tt2870648","2015","128 min"
"2015",88,"Short Film (Animated)",1,"Gabriel Osorio and Pato Escala",NA,"Bear Story",NA,"tt3829254","2014","11 min"
"2015",88,"Actor in a Supporting Role",1,"Mark Rylance",NA,"Bridge of Spies",NA,"tt3682448","2015","142 min"
"2015",88,"Visual Effects",1,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",NA,"Ex Machina",NA,"tt0470752","2014","108 min"
"2015",88,"Animated Feature Film",1,"Inside Out",NA,"Pete Docter and Jonas Rivera",NA,NA,NA,NA
"2015",88,"Actress in a Leading Role",1,"Brie Larson",NA,"Room",NA,"tt3170832","2015","118 min"
